# ENTITIES
entity_name,source_id,graph_data
Banquet,chunk-8aa18bba5f0d2ed6da633cddff8c66ba<SEP>chunk-eb48e1b7c88fd45acf0da33c56848a16,"{'entity_id': 'Banquet', 'entity_type': 'event', 'description': ""The banquet is a gathering hosted by Queen Calanthe where various guests assemble for a social occasion.<SEP>The banquet is a grand social gathering hosted by Queen Calanthe, featuring numerous guests and entertainment.<SEP>The banquet is a significant social event held for Princess Pavetta's fifteenth birthday, where suitors gather to compete for her hand."", 'source_id': 'chunk-8aa18bba5f0d2ed6da633cddff8c66ba<SEP>chunk-eb48e1b7c88fd45acf0da33c56848a16'}"
Bar Fight,chunk-c48fa02d8d426545197f43db2af03044,"{'entity_id': 'Bar Fight', 'entity_type': 'event', 'description': 'The Bar Fight encapsulates the violent clash between the Outsider and the locals, marking a significant moment in the narrative.', 'source_id': 'chunk-c48fa02d8d426545197f43db2af03044'}"
Barbican,chunk-813f515c34dfb4f5a80d418d23ba10f5,"{'entity_id': 'Barbican', 'entity_type': 'geo', 'description': 'The Barbican is a historical building that serves as the setting for the interactions between the characters in the text.', 'source_id': 'chunk-813f515c34dfb4f5a80d418d23ba10f5'}"
Barley and Millet,chunk-d0c9cf4f40bdc7f8882eabfccca312ff,"{'entity_id': 'Barley and Millet', 'entity_type': 'category', 'description': 'Barley and Millet refer to the types of food that illustrate the local culture and character of the places Geralt discusses, highlighting his disdain for these foods.', 'source_id': 'chunk-d0c9cf4f40bdc7f8882eabfccca312ff'}"
Baron,chunk-7a6725384be224d55347ca92644dbd63<SEP>chunk-98f9da24cc564b44e5448f97fbfe4171<SEP>chunk-a68f8e004ccede485811cb82a36f79b7,"{'entity_id': 'Baron', 'entity_type': 'person', 'description': 'The Baron is a character who faced potential exile or execution due to his controversial decisions regarding prisoners and hostages.<SEP>The Baron is a local noble whose daughter is connected to the forktail, representing the authority and potential threat to the villagers.<SEP>The Baron is a noble character who engages in dialogue about the integrity of royal promises and the current political situation.<SEP>The Baron is a noble whose authority affects the villagers heavily, particularly regarding the treatment of magical creatures and local customs.', 'source_id': 'chunk-7a6725384be224d55347ca92644dbd63<SEP>chunk-98f9da24cc564b44e5448f97fbfe4171<SEP>chunk-a68f8e004ccede485811cb82a36f79b7'}"
Baron Eylembert of Tigg,chunk-eb48e1b7c88fd45acf0da33c56848a16,"{'entity_id': 'Baron Eylembert of Tigg', 'entity_type': 'person', 'description': 'Baron Eylembert is introduced by the herald, indicating his status among the banquet guests.', 'source_id': 'chunk-eb48e1b7c88fd45acf0da33c56848a16'}"
Baron of Tridam,chunk-e1f97f19953a2d7a5a03ae7b0dd7b2d5,"{'entity_id': 'Baron of Tridam', 'entity_type': 'person', 'description': 'The Baron of Tridam held authority over the region and was involved in the initial conflict that escalated into a massacre.', 'source_id': 'chunk-e1f97f19953a2d7a5a03ae7b0dd7b2d5'}"
Basalisks,chunk-ef3186c9201829493a2a1c3c90976c40,"{'entity_id': 'Basalisks', 'entity_type': 'category', 'description': 'Basilisks are mythical creatures that witchers are trained to hunt, reflecting the hazardous nature of their profession.', 'source_id': 'chunk-ef3186c9201829493a2a1c3c90976c40'}"
Basalt Blocks,chunk-184e0dc515423a3d5a490e9c9225ea42,"{'entity_id': 'Basalt Blocks', 'entity_type': 'geo', 'description': ""Basalt blocks are part of the cave's structure, contributing to its unique moist ecosystem, supporting plant life."", 'source_id': 'chunk-184e0dc515423a3d5a490e9c9225ea42'}"
Basilisks,chunk-ef3186c9201829493a2a1c3c90976c40<SEP>chunk-6a5de4dc99691745df3b8d0ef11c561a,"{'entity_id': 'Basilisks', 'source_id': 'chunk-ef3186c9201829493a2a1c3c90976c40<SEP>chunk-6a5de4dc99691745df3b8d0ef11c561a', 'description': 'Basilisks are a specific target for witchers, signifying their specialization in monster hunting.<SEP>Basilisks are dangerous creatures that exist in the lore of Cintra, recognized as threats that require the intervention of a witcher.', 'entity_type': 'category'}"
Bat,chunk-926e54728350479f625504a8fe352c76<SEP>chunk-e4e5a0b1d7af2e593fde655e47d72949,"{'entity_id': 'Bat', 'entity_type': 'category', 'description': 'The bat is a monstrous, agile creature that represents an immediate danger to Geralt, displaying predatory behavior during the encounter.<SEP>The bat is humorously mentioned by Geralt as a part of the monster discussion, serving as a representation of the creatures he acknowledges to exist.', 'source_id': 'chunk-926e54728350479f625504a8fe352c76<SEP>chunk-e4e5a0b1d7af2e593fde655e47d72949'}"
Bath,chunk-2a55d081acf6f9464ee2d5386d9d6da2,"{'entity_id': 'Bath', 'entity_type': 'category', 'description': 'A bath refers to a washing or soaking in water, which can also provide relaxation and has a nurturing quality.', 'source_id': 'chunk-2a55d081acf6f9464ee2d5386d9d6da2'}"
Bath-Chamber,chunk-15d3be241ab363f5e562993ccdc5d475<SEP>chunk-9f41e28cae269a5089b5f341c0808320<SEP>chunk-127827362710390f393dd29855837a88,"{'entity_id': 'Bath-Chamber', 'entity_type': 'category', 'description': 'The Bath-Chamber is a private setting where intimate and personal interactions occur, notably between Geralt and Yennefer.<SEP>The bath-chamber is a specific location mentioned where Yennefer asks Geralt to meet her to discuss matters.<SEP>The bath-chamber is a specific location within the setting where Yennefer asks Geralt to join her for a discussion, suggesting a place of privacy and intimacy.<SEP>The bath-chamber is a luxurious setting where characters engage in conversation, creating an intimate atmosphere.', 'source_id': 'chunk-15d3be241ab363f5e562993ccdc5d475<SEP>chunk-9f41e28cae269a5089b5f341c0808320<SEP>chunk-127827362710390f393dd29855837a88'}"
Bats,chunk-d1851f07a65be628cd189e4a52ae7671,"{'entity_id': 'Bats', 'entity_type': 'category', 'description': 'Bats are included in the discussion of local nuisances, contributing to the fears and difficulties faced by peasants.', 'source_id': 'chunk-d1851f07a65be628cd189e4a52ae7671'}"
Battle of Hochebuz,chunk-ea8cc9616fe0e9d58321b60ca4de7448,"{'entity_id': 'Battle of Hochebuz', 'entity_type': 'category', 'description': 'The Battle of Hochebuz symbolizes a conflict marked by greed, with catastrophic losses, now enshrined in song and story.', 'source_id': 'chunk-ea8cc9616fe0e9d58321b60ca4de7448'}"
Beans,chunk-8059356d30f6749ee5729c3e6703257f,"{'entity_id': 'Beans', 'entity_type': 'category', 'description': 'Beans are mentioned as a crop that resembles something white but is not identified clearly.<SEP>Beans are mentioned in a discussion by Galarr as part of the crops they are analyzing, indicating agricultural diversity.', 'source_id': 'chunk-8059356d30f6749ee5729c3e6703257f'}"
Bear Head,chunk-6d6bf4bd059cd90adcdddb84756b92e8,"{'entity_id': 'Bear Head', 'entity_type': 'category', 'description': ""The mounted bear head contributes to the display of hunting trophies, adding to Nivellen's monster persona."", 'source_id': 'chunk-6d6bf4bd059cd90adcdddb84756b92e8'}"
Bearded Men,chunk-a368aef7fe1c995f4e53206d9c307664,"{'entity_id': 'Bearded Men', 'entity_type': 'category', 'description': ""Bearded Men refer to a group associated with mountains and traditional respect for Lyfia, symbolizing nature's guardians."", 'source_id': 'chunk-a368aef7fe1c995f4e53206d9c307664'}"
Beau Berrant,chunk-22ee1713eec8573103dd9b4eea1bf99d<SEP>chunk-838dc8e298497ba27144dca48c2d28c1,"{'entity_id': 'Beau Berrant', 'entity_type': 'person', 'description': ""Beau Berrant is a merchant and honorary ambassador from Novigrad who offers asylum to the sorceress.<SEP>Beau Berrant is a merchant from Novigrad and honorary ambassador who offers asylum to the sorceress in Rinde.<SEP>Beau Berrant is another character involved in a potential duel due to jealousy and rivalry.<SEP>Beau Berrant is characterized as a jealous elf who is involved in a potential duel related to Chireadan's affections."", 'source_id': 'chunk-22ee1713eec8573103dd9b4eea1bf99d<SEP>chunk-838dc8e298497ba27144dca48c2d28c1'}"
Beer,chunk-87fc5083f9dfc7d3b8fef3159ac0a4ee<SEP>chunk-66460fa0206da118ebc30eda47a09d48<SEP>chunk-6d91bbfab407534fd1201045b4ac5061,"{'entity_id': 'Beer', 'entity_type': 'category', 'description': 'Beer is a beverage commonly consumed by the villagers, highlighting their social interactions and communal gatherings.<SEP>Beer is a beverage consumed during the gathering, illustrating the casual social atmosphere.<SEP>Beer is a beverage requested by the stranger at The Fox, indicating common social interactions in taverns.', 'source_id': 'chunk-87fc5083f9dfc7d3b8fef3159ac0a4ee<SEP>chunk-66460fa0206da118ebc30eda47a09d48<SEP>chunk-6d91bbfab407534fd1201045b4ac5061'}"
Behavior of Visitors,chunk-a78a4a7bd60fcac9897f86c390290248,"{'entity_id': 'Behavior of Visitors', 'entity_type': 'event', 'description': 'The behavior of the visitors at the inn includes suspicious activities as noted by both Geralt and Caldemeyn, indicating a potential threat.', 'source_id': 'chunk-a78a4a7bd60fcac9897f86c390290248'}"
Bell,chunk-f1c4f49c22efac96d7a35488eb90f76b,"{'entity_id': 'Bell', 'entity_type': 'event', 'description': 'The bell mentioned indicates a timing element crucial to the storyline, signaling an important moment in the narrative.', 'source_id': 'chunk-f1c4f49c22efac96d7a35488eb90f76b'}"
Belleteyn,chunk-917e90452cd65e634bebdafc38d88de6,"{'entity_id': 'Belleteyn', 'entity_type': 'event', 'description': 'Belleteyn is a festival that coincides with important events in the lives of characters, such as the births of Geralt and Yennefer.', 'source_id': 'chunk-917e90452cd65e634bebdafc38d88de6'}"
Bernika,chunk-5ba61dadb1252a711031b10bf0540ff0,"{'entity_id': 'Bernika', 'entity_type': 'person', 'description': 'Bernika of Talgar was freed by a prince and now faces dire consequences, having been blinded and imprisoned.', 'source_id': 'chunk-5ba61dadb1252a711031b10bf0540ff0'}"
Berrant,chunk-56913a01f832e7f96faba2618fc67dde<SEP>chunk-d80d9ea3403e6c6434299244c356d544,"{'entity_id': 'Berrant', 'entity_type': 'person', 'description': ""Berrant is Geralt's friend who has sustained injuries that require magical healing.<SEP>Berrant is referenced as someone who is responsible for keeping an eye on Yennefer's household."", 'source_id': 'chunk-56913a01f832e7f96faba2618fc67dde<SEP>chunk-d80d9ea3403e6c6434299244c356d544'}"
Betrothal,chunk-9a276789187d1cf9c917e5f1d5b0d729,"{'entity_id': 'Betrothal', 'entity_type': 'event', 'description': 'The betrothal is mentioned in the discussion as a potential factor in the broader political dynamics relating to the striga.', 'source_id': 'chunk-9a276789187d1cf9c917e5f1d5b0d729'}"
Bird Life,chunk-2613259c4b7190a75915b09026fd5f01,"{'entity_id': 'Bird Life', 'entity_type': 'category', 'description': 'Bird Life refers to the variety of birds observed in the nature scene, indicating richness and vitality in the ecosystem.', 'source_id': 'chunk-2613259c4b7190a75915b09026fd5f01'}"
Birds,chunk-0492b6805dcd38756740359a367ae832<SEP>chunk-9982f10c05582e561ae897021e8b698d,"{'entity_id': 'Birds', 'entity_type': 'category', 'description': ""Birds are creatures that are scared away by the 'deovel,' indicating its role in pest management on the farm.<SEP>Birds are seen flying in peaceful circles against the sky, interacting with their environment and displaying natural behaviors."", 'source_id': 'chunk-0492b6805dcd38756740359a367ae832<SEP>chunk-9982f10c05582e561ae897021e8b698d'}"
Bitip,chunk-184e0dc515423a3d5a490e9c9225ea42,"{'entity_id': 'Bitip', 'entity_type': 'category', 'description': 'Bitip is a hallucinogenic plant identified in the cave, hinting at its magical properties.<SEP>Bitip is recognized as a hallucinogenic plant whose presence in the cave hints at magical properties.', 'source_id': 'chunk-184e0dc515423a3d5a490e9c9225ea42'}"
Bitter Conflict,chunk-361f8979f4e22dd64d88fa3fe465ee89,"{'entity_id': 'Bitter Conflict', 'entity_type': 'event', 'description': ""The Bitter Conflict refers to the ongoing hostilities between Geralt's group and the Elves, filled with tension and potential violence."", 'source_id': 'chunk-361f8979f4e22dd64d88fa3fe465ee89'}"
Black Annis,chunk-bdcf9478a84cf2b82530586584c9bdec<SEP>chunk-afbaa5f925e32dfcfbb452d0f7772e4a,"{'entity_id': 'Black Annis', 'entity_type': 'category', 'description': 'Black Annis is a mythical being often depicted as a dangerous witch or creature targeted by Witchers.<SEP>Black Annis is a mythical creature mentioned as having a hideout in the woods, reflecting the presence of folklore in the narrative.', 'source_id': 'chunk-bdcf9478a84cf2b82530586584c9bdec<SEP>chunk-afbaa5f925e32dfcfbb452d0f7772e4a'}"
Black Candles,chunk-0b7b567a05c7955cae4c95726ea932f8,"{'entity_id': 'Black Candles', 'entity_type': 'category', 'description': 'Black candles are used in the scene, symbolizing a mysterious atmosphere and possibly linked to magical rituals.', 'source_id': 'chunk-0b7b567a05c7955cae4c95726ea932f8'}"
Black Coat,chunk-6d91bbfab407534fd1201045b4ac5061,"{'entity_id': 'Black Coat', 'entity_type': 'category', 'description': 'The Black Coat is a piece of clothing worn by the stranger, adding to his mysterious appearance and character description.', 'source_id': 'chunk-6d91bbfab407534fd1201045b4ac5061'}"
Black Dress,chunk-e18e5125a70477e262ce0adf6e1ec4c0,"{'entity_id': 'Black Dress', 'entity_type': 'category', 'description': 'The Black Dress with white frills and an embroidered pattern is a discarded garment that gives clues to the activities that transpired in the chamber.', 'source_id': 'chunk-e18e5125a70477e262ce0adf6e1ec4c0'}"
Black High-Heeled Slipper,chunk-e18e5125a70477e262ce0adf6e1ec4c0,"{'entity_id': 'Black High-Heeled Slipper', 'entity_type': 'category', 'description': 'The Black High-Heeled Slipper made of basilisk skin exemplifies luxury and the use of rare materials in fashion within the context of the scene.', 'source_id': 'chunk-e18e5125a70477e262ce0adf6e1ec4c0'}"
Black-Haired One,chunk-ac1e295fb938bffe137390524b908a6a,"{'entity_id': 'Black-Haired One', 'entity_type': 'person', 'description': 'Black-Haired One is a character that is referred to in the text as mysterious and possibly associated with the vampire lore.', 'source_id': 'chunk-ac1e295fb938bffe137390524b908a6a'}"
Black-Haired Woman,chunk-d80d9ea3403e6c6434299244c356d544,"{'entity_id': 'Black-Haired Woman', 'entity_type': 'person', 'description': 'The black-haired woman is a central character in the scene, displaying confidence and power through magic, specifically by using a spell against Geralt.', 'source_id': 'chunk-d80d9ea3403e6c6434299244c356d544'}"
Blade,chunk-44d8b823459e01ca296d69826edc7739,"{'entity_id': 'Blade', 'entity_type': 'equipment', 'description': ""The Blade is Geralt's sword, a weapon he wields during combat against various monsters."", 'source_id': 'chunk-44d8b823459e01ca296d69826edc7739'}"
Blaviken,chunk-03d09cc4813601e11dad1f9e6cb58ec0<SEP>chunk-6aec83d72a82c6b03d2a354c2bb8b489<SEP>chunk-ae68134675ba43988b6ac7249dca19a6<SEP>chunk-bacec216145a639a08065a1e3d44eca4<SEP>chunk-917e90452cd65e634bebdafc38d88de6<SEP>chunk-2d71cb2613cf4f72096c02fcd6f6379d<SEP>chunk-2a502eff1e5641b9d3747a373bf2b3c6<SEP>chunk-1403fa5d5c95936735498d32dae07de5<SEP>chunk-d01c7dd2e36a6e52127590ed8cf33ed6<SEP>chunk-22d9290cd4549a0cf49c51567e4c7d34<SEP>chunk-ef7d72eac6056373db3acb310f0920eb<SEP>chunk-dfd003877b335872f22fa5772b95d64c<SEP>chunk-8b79c901d094ffb8b48ffea0dc057afe,"{'entity_id': 'Blaviken', 'entity_type': 'geo', 'description': ""Blaviken is a location associated with Geralt's past actions that earned him the title 'Butcher of Blaviken.'<SEP>Blaviken is a location referenced by Dennis as an example of potential bloodshed related to Geralt's actions.<SEP>Blaviken is depicted as a town that Renfri finds unpleasant and wishes to leave, suggesting it has a negative connotation for her.<SEP>Blaviken is a town facing a potential threat of violence that Renfri aims to prevent.<SEP>Blaviken is a town that faces a potential threat of slaughter, which Renfri aims to avert through negotiation and strategy.<SEP>Blaviken is a nearby village mentioned in the context of Renfri and Geralt's conflict, adding to the backdrop of their interaction.<SEP>Blaviken is a neighboring village referenced during the interaction between Geralt and Renfri, indicating a history of violence and conflict in the area.<SEP>Blaviken is where Geralt ultimately hides and is confronted again by Shrike.<SEP>Blaviken is the location where the confrontation between Geralt and Stregobor regarding Renfri's fate takes place.<SEP>Blaviken is the town where the events are taking place, mentioned as having a significant connection to Geralt's situation.<SEP>Blaviken is the location where a critical confrontation takes place between Geralt and Renfri.<SEP>Blaviken is a town where significant interactions and events occur, including market days and conflicts among its inhabitants.<SEP>Blaviken is a nearby town where Caldemeyn contemplates staying briefly.<SEP>Blaviken is the location where the conflict between Renfri and Stregobor unfolds, significant for its political and mystical undertones.<SEP>Blaviken is the town where Master Irion resides and has been living for a year."", 'source_id': 'chunk-03d09cc4813601e11dad1f9e6cb58ec0<SEP>chunk-6aec83d72a82c6b03d2a354c2bb8b489<SEP>chunk-ae68134675ba43988b6ac7249dca19a6<SEP>chunk-bacec216145a639a08065a1e3d44eca4<SEP>chunk-917e90452cd65e634bebdafc38d88de6<SEP>chunk-2d71cb2613cf4f72096c02fcd6f6379d<SEP>chunk-2a502eff1e5641b9d3747a373bf2b3c6<SEP>chunk-1403fa5d5c95936735498d32dae07de5<SEP>chunk-d01c7dd2e36a6e52127590ed8cf33ed6<SEP>chunk-22d9290cd4549a0cf49c51567e4c7d34<SEP>chunk-ef7d72eac6056373db3acb310f0920eb<SEP>chunk-dfd003877b335872f22fa5772b95d64c<SEP>chunk-8b79c901d094ffb8b48ffea0dc057afe'}"
